Paise              | score=0.9637
Kuchiri            | score=1.0071
Tamishi            | score=1.0067
Enmomek            | score=1.0077
Bachari            | score=1.0075
Gibrie             | score=0.9560
Urae               | score=0.9114
Keurin             | score=0.9889
İriha              | score=0.9889
Chio               | score=0.9054
Yousaki            | score=0.9202
Gunnara            | score=1.0075
Mitsumu            | score=1.0069
Noko               | score=0.9711
Kashiro            | score=1.0055
Shiyoh             | score=0.9228
Hoshime            | score=1.0062
Misara             | score=1.0214
Kuchimo            | score=1.0071
Kinoha             | score=1.0214
Calot              | score=0.9967
Bewcath            | score=0.9097
Deshett            | score=0.9207
Ogani              | score=0.9966
Orima              | score=0.9965
Nazano             | score=1.0219
Sharony            | score=1.0076
Angouct            | score=0.9416
Won                | score=0.9351
Senthne            | score=0.7667
Almis              | score=0.9637
Leletin            | score=1.0407
Mortsu             | score=0.7970
Shiroma            | score=1.0065
Akanami            | score=1.0399
Maclis             | score=0.9620
İki                | score=0.9384
Korai              | score=0.9637
Pandoud            | score=0.9745
Lania              | score=0.9636
Kosari             | score=1.0218
Hariyo             | score=0.9288
Jung               | score=0.9114
Chachie            | score=0.9411
Kurenko            | score=1.0075
Eouna              | score=0.8767
Yakimir            | score=1.0075
Kashiri            | score=1.0059
Moliloc            | score=1.0407
Chiyato            | score=0.9415
Antia              | score=0.9306
Oiso               | score=0.9114
Calstan            | score=0.8437
Funa               | score=0.9714
Belta              | score=0.9636
Veilta             | score=0.9560
Kuryu              | score=0.9636
Galanit            | score=1.0406
Tomolis            | score=1.0406
Mitakon            | score=1.0406
Alkelia            | score=0.9745
Litich             | score=0.9620
Aujou              | score=0.8765
Seritan            | score=1.0404
Kazrok             | score=0.9620
Bleilea            | score=0.9417
Elber              | score=0.9636
Puliand            | score=0.9745
Maritan            | score=1.0400
Tosayan            | score=0.9745
Akakase            | score=1.0404
Tagiyar            | score=0.9746
İyaba              | score=0.9350
Waelyn             | score=0.9779
Arisha             | score=0.9885
Julisi             | score=1.0219
Oritony            | score=1.0406
Tanako             | score=1.0215
Elienon            | score=1.0077
Fayara             | score=0.9290
Kalana             | score=1.0219
Horyuu             | score=0.9288
Makare             | score=1.0219
Lyreia             | score=0.9290
Girthra            | score=0.7666
Tsukuno            | score=1.0069
Yarumot            | score=1.0076
Kaineu             | score=0.9289
Hidou              | score=0.9635
Atsumik            | score=1.0061
Mariely            | score=1.0065
Shiroto            | score=1.0065
Norisia            | score=1.0075
Tomotoy            | score=1.0072
Vordier            | score=0.9747
Saishu             | score=0.9559
Asata              | score=0.9967
Sayashi            | score=0.9404
Amaranb            | score=1.0074
Takagin            | score=1.0402
Kyoue              | score=0.8435
Takai              | score=0.9628
Asterli            | score=0.9744
Shikaga            | score=1.0071
Aninter            | score=1.0077
Wiyn               | score=0.9274
Moshata            | score=1.0076
Gol                | score=0.9461
Mashi              | score=0.9617
Milith             | score=0.9617
Ranwen             | score=0.9509
Gandis             | score=0.9619
Elwer              | score=0.9527
Yoshira            | score=0.9728
Tsugaru            | score=1.0075
Shigala            | score=1.0074
Akashim            | score=1.0059
Zenrore            | score=1.0077
Yuuji              | score=0.8767
Orisaza            | score=1.0404
Meyami             | score=0.9288
Mardasi            | score=1.0077
Zez                | score=0.9461
Poche              | score=0.9637
Sangou             | score=0.9559
Hisaka             | score=1.0209
Cacsina            | score=1.0077
Micei              | score=0.9637
Awane              | score=0.9857
Kuruha             | score=1.0217
Anthani            | score=0.8976
Breiko             | score=0.9558
Maori              | score=0.9636
Anami              | score=0.9958
Siliel             | score=0.9889
Maelia             | score=0.9286
Gurevia            | score=1.0076
Para               | score=0.9714
Taneo              | score=0.9637
Anaka              | score=0.9955
Jing               | score=0.9114
Gerzea             | score=0.9560
Liarish            | score=0.9745
Vecheni            | score=1.0077
Mui                | score=0.9131
Derse              | score=0.9635
Tiruka             | score=1.0217
Migurim            | score=1.0405
Uhachi             | score=0.9883
Yusue              | score=0.8767
Yomeko             | score=0.9619
Yhanna             | score=0.9886
Erean              | score=0.9637
Nakamar            | score=1.0397
Arman              | score=0.9637
Takatsu            | score=1.0063
Vapeno             | score=1.0220
Anshore            | score=0.8976
Saka               | score=0.9696
Rothea             | score=0.9558
Ollynth            | score=0.8106
Onaya              | score=0.8767
Yagurai            | score=0.9205
Moyoko             | score=0.9288
Nedron             | score=0.9620
Bdoccak            | score=0.9207
Amisei             | score=0.9619
Kishari            | score=1.0073
Lunegh             | score=0.9620
Toogawa            | score=0.9964
Colarot            | score=1.0406
Wantia             | score=0.9449
Yuba               | score=0.9114
Ura                | score=0.9461
Sozuri             | score=1.0219
Porquit            | score=0.9637
Lalia              | score=0.9635
Chi                | score=0.9131
Yanami             | score=0.9612
Amariba            | score=1.0402
Nocth              | score=0.7997
Chell              | score=0.8764
Anaru              | score=0.9964
Ranme              | score=0.9637
Kurosak            | score=1.0402
Eleber             | score=1.0220
Miry               | score=0.9714
İrlin              | score=0.9560
Calonen            | score=1.0407
İnori              | score=0.9889
Marieg             | score=0.9881
Chlis              | score=0.7997
Latis              | score=0.9966
Makihak            | score=1.0402
Furyn              | score=0.9967
Katsumi            | score=1.0061
Non                | score=0.9461
Nokuro             | score=1.0216
Not                | score=0.9461
Hobushi            | score=1.0074
Nimis              | score=0.9967
Nanakaz            | score=1.0399
Akisaka            | score=1.0399
Orgelri            | score=0.9747
Tokatsu            | score=1.0066
Yamano             | score=0.9610
Satryn             | score=0.9620
Faratru            | score=1.0077
Wacmind            | score=0.9097
Ranha              | score=0.9637
İtakine            | score=1.0262
Harabar            | score=1.0401
Anis               | score=0.9711
Yaharay            | score=0.9200
Hoshigo            | score=1.0068
Kanaki             | score=1.0214
Mizube             | score=1.0217
Koriyak            | score=0.9745
Yatsuki            | score=0.9728
Matsuno            | score=1.0063
Reime              | score=0.9637
Youkano            | score=0.9203
Titsuta            | score=1.0073
Hotanic            | score=1.0404
Tokoza             | score=1.0219
Leth               | score=0.9113
Avintar            | score=1.0077
Orduna             | score=0.9890
Attiel             | score=0.9560
Murshar            | score=0.8436
Sao                | score=0.9131
Kanedo             | score=1.0218
Wakase             | score=1.0106
Nojiaka            | score=1.0077
Ytatada            | score=1.0407
Weiber             | score=0.9779
Hesha              | score=0.9636
Kyano              | score=0.9636
Cornia             | score=0.9560
Sayoki             | score=0.9289
Yurimi             | score=0.9617
Kotohar            | score=1.0403
Sakanak            | score=1.0397
Myland             | score=0.9620
Pohetto            | score=1.0077
Yawamoi            | score=0.9097
Merie              | score=0.9634
Olmisla            | score=0.9747
Kalfer             | score=0.9620
Atrtgia            | score=0.7877
Assara             | score=0.9886
Minahar            | score=1.0403
Vaebile            | score=1.0077
Miryan             | score=0.9890
Hashari            | score=1.0074
Zondara            | score=1.0075
İnamu              | score=0.9890
Elica              | score=0.9964
Satsuka            | score=1.0060
Dastrie            | score=0.8647
Maruko             | score=1.0216
Cilsaki            | score=1.0073
Sharach            | score=0.9199
Daety              | score=0.9637
Yamaki             | score=0.9606
Koya               | score=0.8781
Kusaho             | score=1.0219
Corbost            | score=0.9207
Kalva              | score=0.9637
Matsuki            | score=1.0056
Erphina            | score=0.8973
Kaurer             | score=0.9889
Hayumi             | score=0.9288
Mamutsu            | score=1.0074
Savawi             | score=1.0110
İnoto              | score=0.9889
Hatsuya            | score=0.9406
Ron                | score=0.9461
Wetty              | score=0.9527
Kaederi            | score=1.0076
Nobtera            | score=1.0076
Sakikot            | score=1.0401
Karicha            | score=1.0075
Kariki             | score=1.0218
Hokunou            | score=1.0075
Sadomiy            | score=1.0075
Arfeina            | score=0.9747
Hanaki             | score=1.0213
Marisu             | score=1.0211
Koto               | score=0.9708
Moris              | score=0.9958
Ryanis             | score=0.9889
Fajira             | score=1.0220
Alpuche            | score=0.9747
Hisei              | score=0.9636
Misati             | score=1.0217
Brrit              | score=0.7997
Chyntel            | score=0.9207
Uzuha              | score=0.9965
Nazuhi             | score=1.0219
Volefte            | score=1.0077
Helina             | score=1.0216
Narusak            | score=1.0405
Salica             | score=1.0218
Usei               | score=0.9114
Ureshim            | score=1.0071
Chirahi            | score=1.0072
Kigiki             | score=1.0220
Rud                | score=0.9461
Rube               | score=0.9714
Eni                | score=0.9461
Coolay             | score=0.9290
Kanada             | score=1.0217
Wonsita            | score=0.9967
Xus                | score=0.9351
Wataho             | score=1.0109
Motone             | score=1.0214
Manaki             | score=1.0215
Korino             | score=1.0220
Tomizak            | score=1.0405
Mizaya             | score=0.9289
Bandoug            | score=0.9745
Koo                | score=0.9131
İzum               | score=0.9637
Shatsu             | score=0.9277
Clury              | score=0.9637
Juji               | score=0.9714
Takan              | score=0.9957
Hiyomo             | score=0.9288
Tokisok            | score=1.0406
Ephla              | score=0.8537
Shirama            | score=1.0065
Wau                | score=0.9021
Msaeter            | score=0.9747
Bardast            | score=0.9207
Caniria            | score=1.0077
Ning               | score=0.9114
Fuzuki             | score=1.0216
Hanachi            | score=1.0069
Rashi              | score=0.9617
Yorisan            | score=1.0073
Tayuzai            | score=0.8877
Vacil              | score=0.9967
Litrien            | score=0.9746
Sumei              | score=0.9635
Zet                | score=0.9461
Saran              | score=0.9961
Takama             | score=1.0209
İlina              | score=0.9889
Ahchiva            | score=0.8977
Minaki             | score=1.0215
Nashira            | score=1.0056
Thricac            | score=0.8436
Shoshim            | score=0.9194
Memii              | score=0.9636
Angonda            | score=0.9746
Tchel              | score=0.7995
Jona               | score=0.9714
Aira               | score=0.9112
On                 | score=0.9208
Lilians            | score=0.9743
Udien              | score=0.9637
Nimitsu            | score=1.0071
Satori             | score=1.0215
Handere            | score=1.0074
Hanneth            | score=0.9206
Tokoga             | score=1.0218
Mooto              | score=0.9636
Amterva            | score=0.9747
Bluelgu            | score=0.9417
Cashin             | score=0.9601
Ellorie            | score=0.9746
Veki               | score=0.9714
Orika              | score=0.9961
Yaulese            | score=0.9207
Kanner             | score=0.9618
Chii               | score=0.9054
Acia               | score=0.9114
Lith               | score=0.9107
Yoshimo            | score=0.9733
Kayaka             | score=0.9286
Fujumi             | score=1.0220
Yano               | score=0.9112
Mooono             | score=0.9290
Koseja             | score=1.0220
Tsukuto            | score=1.0070
Monoi              | score=0.9637
Aney               | score=0.9114
Carzand            | score=0.9207
Takamey            | score=1.0070
Kikuras            | score=1.0400
Arsue              | score=0.9307
Kazura             | score=1.0218
Shinomi            | score=1.0066
Arumi              | score=0.9963
Yuihim             | score=0.9290
Ashio              | score=0.9286
Zayo               | score=0.8784
Kokobak            | score=1.0406
Hon                | score=0.9461
Kono               | score=0.9710
Erche              | score=0.8536
Yuouse             | score=0.8420
Hasaka             | score=1.0210
Ayashik            | score=0.9402
Enitara            | score=1.0406
İrabama            | score=1.0264
Monosa             | score=1.0220
Koyo               | score=0.8783
Karana             | score=1.0217
Kabari             | score=1.0219
Kirowat            | score=1.0297
Maribur            | score=1.0403
Chiriha            | score=1.0075
Armita             | score=0.9889
Awichta            | score=0.8867
Betti              | score=0.9637
Maicara            | score=1.0077
Kuroo              | score=0.9631
Khoshiw            | score=0.9089
Cardelt            | score=0.9206
Manriya            | score=0.9416
Awalith            | score=0.9965
Angeld             | score=0.9287
Konohat            | score=1.0404
Hazaki             | score=1.0214
Mishika            | score=1.0063
Kuruko             | score=1.0217
Begats             | score=0.9620
Kotoris            | score=1.0402
Caylert            | score=0.9747
Flane              | score=0.9637
Ongin              | score=0.9637
Maishou            | score=0.9415
Rayne              | score=0.9636
Mario              | score=0.9628
Baput              | score=0.9967
Tephire            | score=1.0076
Takana             | score=1.0210
Tsuiki             | score=0.9559
Muri               | score=0.9713
Mittpei            | score=0.8647
Yataia             | score=0.8420
Crooxs             | score=0.8850
Takirar            | score=1.0405
Homosis            | score=1.0407
Kudorim            | score=1.0405
Azai               | score=0.9114
Name               | score=0.9714
Enekara            | score=1.0406
Flon               | score=0.9114
Machika            | score=1.0066
Murena             | score=1.0218
Nezuka             | score=1.0218
Mutsue             | score=0.9557
Mojaka             | score=1.0220
Mairesh            | score=0.9746
Lein               | score=0.9384
Tsubami            | score=1.0073
Nashe              | score=0.9636
Fukyuu             | score=0.9289
Canutro            | score=1.0077
Orii               | score=0.9114
Morisak            | score=1.0398
Ariuc              | score=0.9636
Mikayo             | score=0.9286
Marsuss            | score=0.9207
Nata               | score=0.9712
Arian              | score=0.9630
Syrela             | score=1.0220
Emk                | score=0.9131
Hono               | score=0.9712
Tsushii            | score=0.9410
Mogu               | score=0.9714
Tatsu              | score=0.9617
Yakihis            | score=1.0076
Shakger            | score=0.9207
Liska              | score=0.9637
Taika              | score=0.9635
Nicis              | score=0.9967
Motomo             | score=1.0213
Yaehara            | score=0.9201
Kinosaw            | score=1.0294
Yahata             | score=0.9619
İroel              | score=0.9560
Endara             | score=0.9888
Mayosaw            | score=0.9636
Takakam            | score=1.0400
Orichi             | score=0.9886
Gon                | score=0.9461
Hatamis            | score=1.0405
Jigik              | score=0.9967
Yondou             | score=0.8958
Fathla             | score=0.8520
Amika              | score=0.9960
Akiri              | score=0.9963
İzuki              | score=0.9887
Cicber             | score=0.9620
Nanahos            | score=1.0405
Annisra            | score=0.9746
Sarachi            | score=1.0070
Kunoumi            | score=1.0076
Bevatde            | score=1.0077
Minachi            | score=1.0070
Kadesai            | score=1.0077
Fujimo             | score=1.0215
Layk               | score=0.9384
Strfeis            | score=0.7337
Eshatin            | score=1.0076
Tamaraw            | score=1.0293
Negua              | score=0.9637
Kbonna             | score=0.9289
Tsusawa            | score=0.9963
İlled              | score=0.9560
Colle              | score=0.9635
Epterst            | score=0.8107
Mene               | score=0.9714
Tazaki             | score=1.0214
Orirou             | score=0.9619
Balenwy            | score=0.9965
Jonbore            | score=1.0077
Kixi               | score=0.9604
Oota               | score=0.9113
Uspagel            | score=1.0077
Kophu              | score=0.9637
Sa                 | score=0.9208
Eiriv              | score=0.9637
Scatrop            | score=0.9207
Fastoti            | score=1.0077
Kazawa             | score=1.0105
Miro               | score=0.9713
Ainets             | score=0.9559
Marikan            | score=1.0400
Kinoham            | score=1.0403
Enno               | score=0.9384
Atane              | score=0.9966
Chara              | score=0.9623
Caldyy             | score=0.9560
Kichia             | score=0.9555
Chiko              | score=0.9629
Annet              | score=0.9635
Chibits            | score=0.9205
Hibura             | score=1.0220
Naraka             | score=1.0216
Brastym            | score=0.9207
Yonaka             | score=0.9613
Yos                | score=0.9131
Torieo             | score=0.9286
Harubi             | score=1.0215
Yukiya             | score=0.8415
Dodusa             | score=1.0220
Zaryt              | score=0.9967
Aithy              | score=0.9307
Mirakaw            | score=1.0293
Yris               | score=0.9713
Arinia             | score=0.9618
Morise             | score=1.0213
Tobura             | score=1.0220
Ryouji             | score=0.9287
Yakano             | score=0.9615
Maydie             | score=0.9290
Mooche             | score=0.9560
Masis              | score=0.9967
Llyssa             | score=0.9290
Tomiya             | score=0.9276
Yolnth             | score=0.7420
Markald            | score=0.9207
Hamami             | score=1.0216
Karasa             | score=1.0217
Yavergo            | score=0.9747
Lebaind            | score=0.9747
İsumato            | score=1.0263
Mizuba             | score=1.0217
Satsura            | score=1.0066
Finer              | score=0.9967
Maolie             | score=0.9290
Ramimis            | score=1.0406
Kusa               | score=0.9711
Rakako             | score=1.0217
Wanng              | score=0.7887
Berban             | score=0.9620
Furutal            | score=1.0406
Hitaki             | score=1.0216
Maricl             | score=0.9614
Katsuir            | score=0.9736
Shikish            | score=0.9202
Elia               | score=0.9107
Toman              | score=0.9966
Kourato            | score=1.0076
Shugle             | score=0.9290
Honabel            | score=1.0406
Marite             | score=1.0214
Akami              | score=0.9955
Takakan            | score=1.0401
Kasuko             | score=1.0215
Dnand              | score=0.8767
Kokoso             | score=1.0219
Tateko             | score=1.0220
Maisha             | score=0.9558
Alto               | score=0.9384
Mieg               | score=0.9384
Agato              | score=0.9966
İllia              | score=0.9229
Natawe             | score=1.0109
Aureno             | score=0.9619
Farbel             | score=0.9620
Mabus              | score=0.9966
Yuuta              | score=0.8767
Sathyia            | score=0.9417
Sayuko             | score=0.9287
Kizami             | score=1.0219
Braw               | score=0.9004
Hirokam            | score=1.0400
Hitsuno            | score=1.0071
Tiokami            | score=1.0072
Namiyam            | score=0.9733
Movanad            | score=1.0407
Bonysha            | score=1.0077
Korou              | score=0.9635
Jootou             | score=0.9289
Kanagi             | score=1.0213
Nifeste            | score=1.0076
Amita              | score=0.9966
Kion               | score=0.9384
Ar                 | score=0.9208
Estra              | score=0.8535
Mazura             | score=1.0220
Jimri              | score=0.9637
Avina              | score=0.9967
Sazayu             | score=0.9290
Tsunish            | score=0.9203
Kanmayo            | score=0.9417
İzuwa              | score=0.9780
Gowlek             | score=0.9510
İzaki              | score=0.9886
Kaishir            | score=0.9732
Elyla              | score=0.9967
Akani              | score=0.9964
Hirashi            | score=1.0062
Sai                | score=0.9131
Norizas            | score=1.0406
Bormik             | score=0.9620
Darsha             | score=0.8520
Yugi               | score=0.9114
Cacreni            | score=1.0077
Cmaria             | score=0.9551
Neydan             | score=0.9890
Zille              | score=0.9636
Tamaha             | score=1.0217
Stferco            | score=0.8107
Varialw            | score=0.9634
Rinet              | score=0.9965
İsaho              | score=0.9890
Baiel              | score=0.9307
Ryuko              | score=0.9636
Ford               | score=0.9113
Doros              | score=0.9966
Mefina             | score=1.0220
Chibaka            | score=1.0074
Karuna             | score=1.0217
Uotoni             | score=0.9619
Arlevit            | score=1.0076
Akogi              | score=0.9967
Aimura             | score=0.9613
Hisame             | score=1.0217
Mayako             | score=0.9287
Momi               | score=0.9712
Sachimi            | score=1.0070
Massiyo            | score=0.9416
Higushe            | score=1.0076
Juntc              | score=0.7997
Tsuyuya            | score=0.8216
Elich              | score=0.9636
Miroli             | score=1.0219
Kumimot            | score=1.0405
Emiris             | score=1.0216
Ylilina            | score=1.0405
Korawa             | score=1.0110
Nerica             | score=1.0218
Limise             | score=1.0220
Coux               | score=0.9274
Yamami             | score=0.9609
Nakakok            | score=1.0401
Meruka             | score=1.0218
Roseeh             | score=0.9888
Chanko             | score=0.9288
Mino               | score=0.9711
Sollyn             | score=0.9619
Vorta              | score=0.9636
Bigi               | score=0.9714
Momoda             | score=1.0218
Yanooda            | score=0.9206
Togaya             | score=0.9289
Cassacl            | score=0.9206
Yuz                | score=0.9131
İmishi             | score=0.9738
Ellone             | score=0.9889
Sanao              | score=0.9635
Kargtis            | score=0.8437
Canile             | score=1.0220
Ninda              | score=0.9637
Magaida            | score=1.0076
Miyamas            | score=0.9730
Allida             | score=0.9889
Calica             | score=1.0218
Silet              | score=0.9967
Nispa              | score=0.9637
Kokihon            | score=1.0406
Amis               | score=0.9712
Ooja               | score=0.9114
Wakusa             | score=1.0108
Wakazen            | score=1.0294
Himu               | score=0.9712
Anmen              | score=0.9637
Cloroe             | score=0.9560
Bontari            | score=1.0076
Cinty              | score=0.9637
Karinya            | score=1.0074
Hisayak            | score=0.9744
Bemetta            | score=1.0076
Amdract            | score=0.8107
Ano                | score=0.9461
Namamiy            | score=1.0074
Liuna              | score=0.9637
Vestone            | score=1.0076
Chiroko            | score=1.0071
Kokako             | score=1.0219
Kabana             | score=1.0219
Manaria            | score=1.0071
Anbelid            | score=1.0076
Himezai            | score=1.0074
Yaesa              | score=0.8767
Mokogi             | score=1.0219
Seleria            | score=1.0075
Eumine             | score=0.9616
Gurb               | score=0.9114
Sunnbor            | score=0.8437
Tsuri              | score=0.9633
Sakanya            | score=1.0071
Valaren            | score=1.0405
Natami             | score=1.0218
Mionda             | score=0.9559
Psuce              | score=0.9637
Huji               | score=0.9714
Yasasea            | score=0.9207
Shibako            | score=1.0074
Yomahim            | score=1.0077
Lufiara            | score=1.0077
Hiraki             | score=1.0212
Nuruu              | score=0.9637
Houkous            | score=0.9746
İyoka              | score=0.9350
Horiki             | score=1.0218
Kuqui              | score=0.9527
Sakamar            | score=1.0397
Awakai             | score=0.9507
Vulbor             | score=0.9620
Kannao             | score=0.9556
Shiko              | score=0.9630
Katsume            | score=1.0063
Armer              | score=0.9636
Mizuran            | score=1.0403
İzumi              | score=0.9888
Kuranam            | score=1.0399
Breis              | score=0.9306
Momamo             | score=1.0220
Shatos             | score=0.9619
Sopa               | score=0.9714
Tobae              | score=0.9637
Yoshiyo            | score=0.8538
Kieri              | score=0.9637
Kachima            | score=1.0068
Shadia             | score=0.9560
Kodoshi            | score=1.0071
Kurami             | score=1.0213
Jou                | score=0.9131
Kakucli            | score=1.0076
Kyane              | score=0.9637
De                 | score=0.9208
Lafvaio            | score=0.9417
Leyse              | score=0.9637
Casenta            | score=1.0077
Artu               | score=0.9384
Kayuki             | score=0.9285
Kulisho            | score=1.0077
Mashira            | score=1.0056
Galene             | score=1.0217
Baplots            | score=0.9207
Sakashi            | score=1.0061
Vinhea             | score=0.9560
Yukibah            | score=1.0074
Harai              | score=0.9625
Zear               | score=0.9384
Aishwar            | score=0.8536
Col                | score=0.9461
Saemi              | score=0.9637
Fuki               | score=0.9714
Shiromi            | score=1.0065
Mimiya             | score=0.9279
Vurti              | score=0.9637
Koniko             | score=1.0219
Miken              | score=0.9967
Aita               | score=0.9113
Shil               | score=0.9113
Ayaki              | score=0.8765
Tyoka              | score=0.9637
Kakurak            | score=1.0397
Uvi                | score=0.9461
Vitia              | score=0.9637
Oriko              | score=0.9961
Kitomi             | score=1.0218
Konohar            | score=1.0402
Mijiya             | score=0.9290
Tsuuko             | score=0.9559
Elomara            | score=1.0406
Can                | score=0.9461
Lane               | score=0.9714
Liarina            | score=1.0074
Wirda              | score=0.9527
Shiyomi            | score=0.9415
Hitoko             | score=1.0218
Kirihar            | score=1.0402
Lasia              | score=0.9637
Assaria            | score=0.9743
Kotouji            | score=1.0074
Nakada             | score=1.0213
Mastoro            | score=1.0076
Yaga               | score=0.9114
İltuhe             | score=0.9747
Rissa              | score=0.9634
Toshiku            | score=1.0068
Moura              | score=0.9636
Hiko               | score=0.9710
Yuriha             | score=0.9617
Ouara              | score=0.8767
Phigarg            | score=0.9205
Ooko               | score=0.9114
Albarav            | score=1.0075
Karune             | score=1.0217
Aicih              | score=0.9637
Enang              | score=0.9637
Fubutsu            | score=1.0075
Olkara             | score=0.9889
Felith             | score=0.9616
Gaeleth            | score=0.9747
Kitayan            | score=0.9744
Zanchal            | score=0.8437
Zarky              | score=0.9637
Wind               | score=0.9004
Mirieth            | score=0.9745
Zandaub            | score=0.9746
Phelist            | score=0.9205
Chikisa            | score=1.0072
Aktu               | score=0.9384
Hemolia            | score=1.0077
Renmi              | score=0.9637
Shiyoru            | score=0.9415
Matsuha            | score=1.0065
Chiyoch            | score=0.9085
Rasevai            | score=1.0077
Akekuri            | score=1.0405
Nobisat            | score=1.0406
Eniko              | score=0.9966
Tis                | score=0.9461
Brossit            | score=0.9206
Kurina             | score=1.0215
Saelen             | score=0.9887
Chimits            | score=0.9203
Sugerai            | score=1.0077
Yugid              | score=0.9637
Torika             | score=1.0213
Shitaki            | score=1.0072
Makayat            | score=0.9745
Arath              | score=0.9636
Jeter              | score=0.9967
İlfbari            | score=0.8834
Hyou               | score=0.8783
Bamber             | score=0.9619
Roms               | score=0.9114
Kurou              | score=0.9631
Florone            | score=1.0075
Leaver             | score=0.9890
Hiriyam            | score=0.9743
Sene               | score=0.9714
Suruku             | score=1.0218
Ccynatl            | score=0.9207
Blaco              | score=0.9636
Lynia              | score=0.9636
Nikoka             | score=1.0220
Yotsuki            | score=0.9736
Rici               | score=0.9714
Aimus              | score=0.9637
Sandy              | score=0.9635
Noithra            | score=0.8645
Marane             | score=1.0218
Masch              | score=0.7997
Cary               | score=0.9714
Lafiel             | score=0.9889
Miharan            | score=1.0398
Yazumi             | score=0.9618
Kadaish            | score=0.9745
Yutegok            | score=1.0077
Minarim            | score=1.0402
İmido              | score=0.9889
Zestan             | score=0.9619
Akagawa            | score=1.0291
Oomi               | score=0.9114
Koriyo             | score=0.9289
Mikagaw            | score=1.0292
Mitsume            | score=1.0068
Hozuku             | score=1.0220
Hirahar            | score=1.0401
Fujiban            | score=1.0403
Miyuri             | score=0.9287
Aldan              | score=0.9637
Gara               | score=0.9712
Veriell            | score=0.9739
Feryn              | score=0.9966
Kuruda             | score=1.0219
Koedu              | score=0.9637
Assatel            | score=1.0076
Luda               | score=0.9714
İmiko              | score=0.9887
Dumgid             | score=0.9620
Hurgu              | score=0.9637
Nerata             | score=1.0219
Hen                | score=0.9461
Son                | score=0.9461
Motolia            | score=1.0073
Uregani            | score=1.0407
Akate              | score=0.9965
Horikaw            | score=1.0292
Miteran            | score=1.0406
Muris              | score=0.9966
Ubach              | score=0.9636
İnami              | score=0.9886
Loregec            | score=1.0407
Refanne            | score=1.0076
Arasa              | score=0.9963
Mimei              | score=0.9637
Kizoha             | score=1.0220
Akber              | score=0.9637
Aerte              | score=0.9307
Nachiha            | score=1.0071
Nishire            | score=1.0059
Miriora            | score=1.0076
Valkats            | score=0.9205
Shibash            | score=0.9204
Dova               | score=0.9714
Owan               | score=0.9604
Mernkh             | score=0.7210
Vakress            | score=0.9207
Karlis             | score=0.9620
Nakisum            | score=1.0406
Kinamo             | score=1.0216
Araniel            | score=1.0075
Katomik            | score=1.0405
Carte              | score=0.9636
Carberl            | score=0.9206
Serachi            | score=1.0071
Haragi             | score=1.0210
Harbaka            | score=1.0076
Yonoma             | score=0.9618
Lenith             | score=0.9619
Onot               | score=0.9714
Annora             | score=0.9889
Carinio            | score=1.0075
Reth               | score=0.9113
Hararak            | score=1.0399
Hagarih            | score=1.0406
Sozabi             | score=1.0220
Murada             | score=1.0214
Korisa             | score=1.0217
Retper             | score=0.9620
Youji              | score=0.8764
Tsuhara            | score=1.0070
Nakame             | score=1.0210
Chitou             | score=0.9558
Katagin            | score=1.0405
Laria              | score=0.9630
Renonya            | score=1.0077
Agri               | score=0.9384
Janzozk            | score=0.9207
Mariet             | score=0.9881
Teneie             | score=0.9290
Solicia            | score=1.0075
Matsume            | score=1.0062
Kamari             | score=1.0211
Tismita            | score=1.0076
Kyabaki            | score=1.0076
Safuris            | score=1.0406
Yakako             | score=0.9617
Saigara            | score=1.0076
Kibi               | score=0.9714
Yoiko              | score=0.8767
Racis              | score=0.9967
Anzhe              | score=0.8537
Tamashi            | score=1.0064
Flios              | score=0.9307
Aisy               | score=0.9113
Darvane            | score=1.0076
Bardact            | score=0.9207
Toeno              | score=0.9637
Qi                 | score=0.9098
Makihar            | score=1.0400
Laran              | score=0.9962
Samarak            | score=1.0404
Ya                 | score=0.8608
Syllta             | score=0.8520
Mobosak            | score=1.0406
Zulntji            | score=0.7667
Horpel             | score=0.9620
Amord              | score=0.9635
Allyuni            | score=0.9747
Honna              | score=0.9636
Alie               | score=0.9113
İode               | score=0.9697
Orhora             | score=0.9890
Yushiie            | score=0.8542
Mayomi             | score=0.9288
Kurosa             | score=1.0215
Spa                | score=0.9131
Nekazuk            | score=1.0405
Rthelli            | score=0.8106
Akizumi            | score=1.0405
Magis              | score=0.9966
Sakano             | score=1.0211
Sayamac            | score=0.9738
Wakashi            | score=0.9954
Vigalin            | score=1.0406
Nikori             | score=1.0219
Mayuyu             | score=0.8089
Thiaria            | score=0.9413
Jirdo              | score=0.9637
Flass              | score=0.8766
Emara              | score=0.9965
Kowahaw            | score=1.0187
Tahto              | score=0.9637
Sumaya             | score=0.9288
Akayu              | score=0.8766
Centtom            | score=0.8437
İzagi              | score=0.9890
Dea                | score=0.9131
Tanase             | score=1.0218
Zine               | score=0.9714
Carto              | score=0.9637
Tayo               | score=0.8784
İspane             | score=0.9747
Ethlet             | score=0.8520
Hireva             | score=1.0219
Filly              | score=0.9635
Magali             | score=1.0219
Daishia            | score=0.9407
Makisa             | score=1.0214
Kagui              | score=0.9636
Tallett            | score=0.9206
Matsuku            | score=1.0059
Zui                | score=0.9131
Koroma             | score=1.0219
Kiyode             | score=0.9288
Tkakari            | score=1.0075
Asring             | score=0.9290
